level_0,index,Player,Age,Matches Played,Start,Minutes,Goals,Assists,Penalties Made,Yellow Cards,Red Cards,Shots,Shots On Target,Shots On Target %,Goals Per Shot,Goals Per Shot On Target,Average Shot Distance,Shots From Freekicks,Passes Completed,Passes,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Shot-Creating Actions,Shot-Creating Actions/90,SCA Pass Live,SCA Pass Dead,SCA Take-ons,SCA Shots,SCA Fouls,SCA Defense,Goal-Creating Actions,Goal-Creating Actions/90,Goal Pass Live,Goal Pass Dead,Goal Take-ons,Goal Shots,Goal Fouls,Goal Defense,Tackles,Tackles Won,Challenges,Successful Challenge %,Blocks,Interceptions,Tackles + Interceptions,Clearances,Errors,Club,Position,Nation,Value
264,1976,Ermedin Demirovic,24,30,30,"2,366",8.0,4.0,1.0,7.0,1.0,63,23,36.5,0.11,0.3,15.2,0.0,268.0,533.0,50.3,3692.0,1264.0,57.0,2.17,43.0,0.0,4.0,5.0,3.0,2.0,8.0,0.3,4.0,0.0,0.0,2.0,1.0,1.0,31.0,14,9.0,40.9,31.0,14,45.0,37.0,0.0,FC Augsburg,Attack,Bosnia-Herzegovina,6000000.0
265,1058,Nuno Santos,27,31,25,"2,267",8.0,5.0,0.0,5.0,0.0,50,18,36.0,0.16,0.44,18.2,1.0,1261.0,1605.0,78.6,22447.0,5396.0,91.0,3.62,75.0,9.0,2.0,3.0,1.0,1.0,7.0,0.28,5.0,1.0,0.0,1.0,0.0,0.0,22.0,12,17.0,53.1,14.0,23,45.0,12.0,0.0,Sporting CP,Attack,Portugal,6000000.0
266,2169,Josh Dasilva,23,36,14,"1,389",4.0,2.0,0.0,1.0,0.0,18,6,33.3,0.22,0.67,19.8,0.0,491.0,617.0,79.6,8103.0,1954.0,42.0,2.72,36.0,1.0,3.0,1.0,1.0,0.0,7.0,0.45,5.0,0.0,1.0,0.0,1.0,0.0,18.0,9,6.0,37.5,22.0,5,23.0,7.0,1.0,Brentford FC,midfield,England,6000000.0
259,2160,Alessandro Buongiorno,23,34,30,"2,721",1.0,2.0,0.0,8.0,0.0,20,1,5.0,0.05,1.0,8.6,0.0,1332.0,1573.0,84.7,22243.0,6857.0,22.0,0.73,17.0,0.0,0.0,2.0,1.0,2.0,4.0,0.13,3.0,0.0,0.0,1.0,0.0,0.0,38.0,25,16.0,51.6,38.0,60,98.0,105.0,2.0,Torino FC,Defender,Italy,6000000.0
268,2609,Cameron Archer,21,6,0,49,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,66.7,108.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Aston Villa,Attack,England,6000000.0
267,2573,Amin Sarr,21,13,6,537,1.0,1.0,0.0,0.0,0.0,6,5,83.3,0.17,0.2,12.7,0.0,104.0,142.0,73.2,1376.0,210.0,9.0,1.51,7.0,0.0,0.0,0.0,2.0,0.0,2.0,0.33,2.0,0.0,0.0,0.0,0.0,0.0,9.0,6,1.0,25.0,2.0,0,9.0,4.0,0.0,Olympique Lyon,Attack,Sweden,6000000.0
270,2866,Adrien Truffert,20,28,24,"1,954",0.0,6.0,0.0,1.0,0.0,10,3,30.0,0.0,0.0,21.3,0.0,1106.0,1395.0,79.3,17515.0,5252.0,51.0,2.35,40.0,3.0,3.0,3.0,2.0,0.0,8.0,0.37,7.0,1.0,0.0,0.0,0.0,0.0,62.0,32,31.0,67.4,32.0,22,84.0,55.0,0.0,Stade Rennais FC,Defender,France,6000000.0
271,2679,Anthony Rouault,21,37,37,"3,314",2.0,1.0,0.0,4.0,1.0,19,10,52.6,0.11,0.2,9.0,0.0,1802.0,2063.0,87.3,34985.0,13356.0,13.0,0.35,10.0,0.0,0.0,2.0,0.0,1.0,1.0,0.03,0.0,0.0,0.0,1.0,0.0,0.0,66.0,37,30.0,51.7,52.0,56,122.0,126.0,4.0,FC Toulouse,Defender,France,6000000.0
272,1659,Yoane Wissa,25,38,16,"1,606",7.0,3.0,0.0,3.0,0.0,32,15,46.9,0.22,0.47,14.1,0.0,238.0,344.0,69.2,3147.0,601.0,36.0,2.02,29.0,0.0,1.0,2.0,3.0,1.0,6.0,0.34,4.0,0.0,0.0,0.0,1.0,1.0,17.0,12,6.0,46.2,10.0,6,23.0,15.0,0.0,Brentford FC,Attack,DR Congo,6000000.0
273,1623,Guglielmo Vicario,25,31,31,"2,783",0.0,0.0,0.0,3.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,923.0,1277.0,72.3,24781.0,16933.0,6.0,0.19,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,50.0,0.0,0,1.0,15.0,2.0,Tottenham Hotspur,Goalkeeper,Italy,6000000.0
274,3018,Mohamed Sankoh,18,21,6,762,2.0,2.0,0.0,1.0,0.0,20,7,35.0,0.1,0.29,10.2,0.0,93.0,148.0,62.8,1176.0,268.0,19.0,2.24,14.0,0.0,4.0,0.0,1.0,0.0,3.0,0.35,2.0,0.0,1.0,0.0,0.0,0.0,3.0,1,1.0,16.7,5.0,0,3.0,2.0,0.0,VfB Stuttgart,Attack,Netherlands,6000000.0
275,1132,Habib Diallo,27,37,32,"2,879",20.0,1.0,3.0,4.0,1.0,90,36,40.0,0.19,0.47,13.0,1.0,397.0,597.0,66.5,5478.0,968.0,63.0,1.97,39.0,0.0,7.0,10.0,7.0,0.0,6.0,0.19,3.0,0.0,1.0,2.0,0.0,0.0,18.0,10,6.0,37.5,19.0,12,30.0,26.0,0.0,RC Strasbourg Alsace,Attack,Senegal,6000000.0
276,1505,Joris Kramer,25,22,11,"1,159",0.0,2.0,0.0,1.0,0.0,5,1,20.0,0.0,0.0,12.3,0.0,602.0,684.0,88.0,11248.0,3849.0,12.0,0.93,11.0,0.0,1.0,0.0,0.0,0.0,2.0,0.16,2.0,0.0,0.0,0.0,0.0,0.0,15.0,7,5.0,71.4,16.0,27,42.0,47.0,0.0,Go Ahead Eagles,Defender,Netherlands,5850000.0
277,2770,Lorenzo Pirola,20,26,23,"1,941",2.0,0.0,0.0,4.0,0.0,13,2,15.4,0.15,1.0,11.5,0.0,790.0,989.0,79.9,14168.0,5069.0,11.0,0.51,5.0,1.0,0.0,4.0,1.0,0.0,1.0,0.05,0.0,0.0,0.0,1.0,0.0,0.0,33.0,29,19.0,70.4,50.0,30,63.0,85.0,1.0,US Salernitana 1919,Defender,Italy,5800000.0
278,132,Yunis Abdelhamid,34,37,37,"3,330",1.0,2.0,0.0,6.0,0.0,32,3,9.4,0.03,0.33,15.0,0.0,1679.0,2031.0,82.7,32967.0,13407.0,43.0,1.16,34.0,0.0,2.0,5.0,0.0,2.0,7.0,0.19,4.0,0.0,2.0,1.0,0.0,0.0,82.0,50,39.0,75.0,65.0,64,146.0,116.0,1.0,Stade Reims,Defender,Morocco,5800000.0
279,2776,Joan Gonzalez,20,35,26,"2,197",1.0,3.0,0.0,8.0,0.0,17,4,23.5,0.06,0.25,16.4,0.0,598.0,782.0,76.5,9263.0,2561.0,40.0,1.64,31.0,0.0,1.0,3.0,4.0,1.0,3.0,0.12,2.0,0.0,0.0,0.0,0.0,1.0,48.0,28,17.0,33.3,37.0,16,64.0,28.0,0.0,US Lecce,midfield,Spain,5750000.0
280,2601,Yassin Oukili,21,31,20,"1,847",3.0,2.0,0.0,9.0,0.0,34,13,38.2,0.09,0.23,23.9,0.0,538.0,701.0,76.7,7817.0,2336.0,24.0,1.17,18.0,0.0,3.0,2.0,0.0,1.0,2.0,0.1,2.0,0.0,0.0,0.0,0.0,0.0,70.0,44,26.0,48.1,27.0,18,88.0,12.0,1.0,RKC Waalwijk,midfield,Morocco,5750000.0
281,2597,Thierry Lutonda,21,33,32,"2,503",1.0,2.0,0.0,1.0,0.0,17,5,29.4,0.06,0.2,15.0,0.0,900.0,1172.0,76.8,14052.0,4500.0,37.0,1.33,32.0,0.0,1.0,1.0,3.0,0.0,4.0,0.14,4.0,0.0,0.0,0.0,0.0,0.0,71.0,41,42.0,48.8,49.0,38,109.0,51.0,0.0,RKC Waalwijk,Defender,Belgium,5750000.0
282,1940,Arianit Ferati,24,27,18,"1,479",1.0,1.0,0.0,5.0,0.0,16,2,12.5,0.06,0.5,26.1,0.0,566.0,718.0,78.8,11033.0,3536.0,40.0,2.44,33.0,1.0,2.0,1.0,2.0,1.0,4.0,0.24,3.0,0.0,0.0,0.0,1.0,0.0,46.0,29,22.0,47.8,24.0,21,67.0,22.0,1.0,Fortuna Sittard,midfield,Kosovo,5700000.0
283,270,Nick Viergever,32,19,18,"1,629",2.0,0.0,0.0,1.0,0.0,3,2,66.7,0.67,1.0,6.9,0.0,816.0,1001.0,81.5,15866.0,6861.0,13.0,0.72,10.0,2.0,0.0,0.0,0.0,1.0,2.0,0.11,1.0,0.0,0.0,0.0,0.0,1.0,32.0,21,21.0,56.8,22.0,19,51.0,56.0,0.0,FC Utrecht,Defender,Netherlands,5700000.0
284,2384,Brian Plat,22,29,26,"2,193",0.0,0.0,0.0,6.0,0.0,12,3,25.0,0.0,0.0,18.0,0.0,566.0,812.0,69.7,9713.0,3508.0,20.0,0.82,14.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,61,39.0,65.0,39.0,36,132.0,78.0,0.0,FC Volendam,Defender,Netherlands,5675000.0
285,849,Mimoun Mahi,28,12,7,528,1.0,1.0,0.0,1.0,0.0,11,3,27.3,0.09,0.33,22.2,1.0,140.0,207.0,67.6,2462.0,722.0,20.0,3.42,14.0,4.0,0.0,1.0,1.0,0.0,3.0,0.51,3.0,0.0,0.0,0.0,0.0,0.0,7.0,4,2.0,25.0,8.0,8,15.0,7.0,0.0,FC Utrecht,Attack,Morocco,5600000.0
286,714,Hobie Verhulst,29,16,16,"1,440",0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,349.0,553.0,63.1,10765.0,8555.0,4.0,0.25,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,7.0,2.0,AZ Alkmaar,Goalkeeper,Netherlands,5575000.0
287,2323,Reiss Nelson,22,11,0,212,3.0,2.0,0.0,0.0,0.0,12,7,58.3,0.25,0.43,16.4,1.0,101.0,120.0,84.2,1331.0,213.0,19.0,8.07,13.0,0.0,3.0,2.0,1.0,0.0,5.0,2.12,3.0,0.0,0.0,2.0,0.0,0.0,4.0,1,2.0,50.0,3.0,0,4.0,4.0,0.0,Arsenal FC,Attack,England,5500000.0
288,2774,El Bilal Toure,20,21,15,"1,264",7.0,2.0,0.0,0.0,0.0,29,14,48.3,0.24,0.5,11.5,0.0,183.0,258.0,70.9,2226.0,311.0,36.0,2.56,26.0,1.0,2.0,4.0,3.0,0.0,4.0,0.28,3.0,0.0,1.0,0.0,0.0,0.0,4.0,3,0.0,0.0,6.0,1,5.0,23.0,0.0,UD Almería,Attack,Mali,5500000.0
289,2020,Erhan Masovic,23,29,23,"2,178",4.0,0.0,0.0,3.0,0.0,17,10,58.8,0.24,0.4,14.0,1.0,662.0,821.0,80.6,12688.0,4290.0,18.0,0.74,15.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,31,30.0,58.8,30.0,27,77.0,79.0,0.0,VfL Bochum,Defender,Serbia,5500000.0
290,2226,Hiroki Ito,23,30,29,"2,561",1.0,1.0,0.0,5.0,0.0,21,7,33.3,0.05,0.14,32.9,2.0,1708.0,2100.0,81.3,35665.0,12945.0,49.0,1.72,32.0,15.0,0.0,1.0,0.0,1.0,4.0,0.14,4.0,0.0,0.0,0.0,0.0,0.0,40.0,29,18.0,51.4,38.0,40,80.0,94.0,0.0,VfB Stuttgart,Defender,Japan,5500000.0
291,2647,Fabiano Parisi,21,33,33,"2,830",2.0,0.0,0.0,10.0,1.0,21,2,9.5,0.1,1.0,21.9,0.0,1263.0,1646.0,76.7,20129.0,9462.0,62.0,1.97,42.0,4.0,7.0,2.0,6.0,1.0,8.0,0.25,6.0,0.0,1.0,0.0,1.0,0.0,65.0,35,30.0,41.7,51.0,41,106.0,91.0,0.0,FC Empoli,Defender,Italy,5500000.0
292,2123,Deroy Duarte,23,26,17,"1,435",1.0,1.0,0.0,3.0,0.0,6,2,33.3,0.17,0.5,23.4,0.0,388.0,508.0,76.4,6713.0,1965.0,27.0,1.69,26.0,0.0,0.0,0.0,1.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,20.0,11,9.0,47.4,24.0,28,48.0,25.0,1.0,Fortuna Sittard,midfield,Cape Verde,5250000.0
293,11,Dante,38,37,37,"3,299",1.0,2.0,0.0,6.0,0.0,23,5,21.7,0.04,0.2,13.8,0.0,2376.0,2643.0,89.9,45941.0,18236.0,34.0,0.93,30.0,0.0,0.0,3.0,0.0,1.0,3.0,0.08,3.0,0.0,0.0,0.0,0.0,0.0,70.0,40,36.0,61.0,52.0,47,117.0,125.0,2.0,OGC Nice,Defender,Brazil,5200000.0
