Players,Values
Dominik Becker,€200k 
Anthony Jung,€1.00m 
Kyu-hyun Park,€200k 
Felix Agu,€2.50m 
Mitchell Weiser,€1.50m 
Simon Straudi,€150k 
Ilia Gruev,€1.00m 
Nicolai Rapp,€800k 
Christian Groß,€500k 
Maximilian Eggestein,€8.00m 
Kevin Möhwald,€1.50m 
Jean Manuel Mbom,€1.50m 
Leonardo Bittencourt,€3.50m 
Romano Schmid,€3.50m 
Niklas Schmidt,€800k 
Oscar Schönfelder,€300k 
Abdenego Nankishi,€250k 
Kebba Badjie,€125k 
Josh Sargent,€7.00m 
Marvin Ducksch,€4.00m 
Niclas Füllkrug,€3.00m 
Johannes Eggestein,€1.80m 
Yuya Osako,€900k 
Roger Assalé,€700k 
Eren Dinkci,€700k 
Nick Woltemade,€600k 
Dejan Galjen,€75k 
Marvin Schwäbe,€4.00m 
Timo Horn,€2.00m 
Jonas Urbig,€300k 
Matthias Köbbing,€25k 
Timo Hübers,€7.50m 
Luca Kilian,€4.50m 
Jorge Meré,€2.50m 
Julian Chabot,€2.00m 
Bright Arrey-Mbi,€1.30m 
Rafael Czichos,€1.00m 
Jonas Hector,€3.50m 
Jannes Horn,€1.80m 
Noah Katterbach,€1.70m 
Benno Schmitz,€3.00m 
Kingsley Ehizibue,€1.30m 
Salih Özcan,€13.00m 
Ellyes Skhiri,€13.00m 
Dejan Ljubicic,€7.50m 
Niklas Hauptmann,€350k 
Mathias Olesen,€350k 
Kingsley Schindler,€800k 
Ondrej Duda,€4.00m 
Louis Schaub,€1.80m 
Tomás Ostrák,€750k 
Florian Kainz,€3.50m 
Marvin Obuz,€300k 
Jan Thielmann,€7.50m 
Mark Uth,€3.00m 
Anthony Modeste,€3.00m 
Sebastian Andersson,€2.00m 
Tim Lemperle,€2.00m 
Manuel Riemann,€1.20m 
Michael Esser,€400k 
Tjark Ernst,€200k 
Paul Grave,€100k 
Armel Bella-Kotchap,€10.00m 
Maxim Leitsch,€5.00m 
Erhan Masovic,€2.50m 
Vasilios Lampropoulos,€500k 
Saulo Decarli,€300k 
Danilo Soares,€2.20m 
Konstantinos Stafylidis,€1.80m 
Moritz Römling,€200k 
Herbert Bockhorn,€800k 
Cristian Gamboa,€700k 
Anthony Losilla,€500k 
Elvis Rexhbecaj,€4.00m 
Eduard Löwen,€2.00m 
Patrick Osterhage,€900k 
Robert Tesche,€350k 
Raman Chibsah,€250k 
Milos Pantovic,€2.20m 
Tom Weilandt,€250k 
Gerrit Holtmann,€4.50m 
Christopher Antwi-Adjei,€1.00m 
Danny Blum,€600k 
Takuma Asano,€3.00m 
Tarsis Bonga,€300k 
Sebastian Polter,€2.20m 
Jürgen Locadia,€2.00m 
Simon Zoller,€1.10m 
Silvère Ganvoula,€600k 
Soma Novothny,€400k 
Luis Hartwig,€200k 
Kevin Müller,€600k 
Vitus Eicher,€250k 
Paul Tschernuth,€100k 
Patrick Mainka,€1.80m 
Oliver Hüsing,€850k 
Tim Siersleben,€400k 
Tim Seifert,€100k 
Jonas Föhrenbach,€600k 
Marnon Busch,€1.20m 
Marvin Rittmüller,€350k 
Andreas Geipl,€500k 
Norman Theuerkauf,€300k 
Melvin Ramusovic,€150k 
Jan Schöppner,€1.20m 
Kevin Sessa,€1.20m 
Dzenis Burnic,€800k 
Konstantin Kerschbaumer,€400k 
Julian Stark,€150k 
Tobias Mohr,€1.30m 
Denis Thomalla,€500k 
Florian Pick,€500k 
Robert Leipertz,€700k 
Tim Kleindienst,€2.00m 
Christian Kühlwetter,€1.00m 
Maurice Malone,€500k 
Patrick Schmidt,€400k 
Stefan Schimmer,€400k 
Gianni Mollo,€100k 
Marcel Schuhen,€700k 
Morten Behrens,€300k 
Steve Kroll,€125k 
Patric Pfeiffer,€2.00m 
Thomas Isherwood,€1.00m 
Lasse Sobiech,€600k 
Clemens Riedel,€500k 
Jannik Müller,€450k 
Fabian Holland,€600k 
Emir Karic,€550k 
Matthias Bader,€1.50m 
Frank Ronstadt,€350k 
Nemanja Celic,€600k 
Klaus Gjasula,€500k 
Leon Müller,€75k 
Tobias Kempe,€500k 
Fabian Schnellhardt,€450k 
Adrian Stanilewicz,€250k 
Marvin Mehlem,€800k 
John Peter Sesay,€150k 
Mathias Honsak,€800k 
Ensar Arslan,€125k 
Tim Skarke,€1.00m 
Benjamin Goller,€700k 
Erich Berko,€400k 
Phillip Tietz,€2.00m 
Luca Pfeiffer,€2.00m 
Aaron Seydel,€600k 
Braydon Manu,€550k 
André Leipold,€200k 
Gianluigi Donnarumma,€50.00m 
Keylor Navas,€8.00m 
Sergio Rico,€4.00m 
Alexandre Letellier,€400k 
Garissone Innocent,€300k 
Denis Franchi,€250k 
Marquinhos,€70.00m 
Presnel Kimpembe,€40.00m 
Thilo Kehrer,€22.00m 
Abdou Diallo,€18.00m 
Sergio Ramos,€6.00m 
El Chadaille Bitshiabu,€2.00m 
Nuno Mendes,€40.00m 
Juan Bernat,€12.00m 
Layvin Kurzawa,€5.00m 
Teddy Alloh,€400k 
Achraf Hakimi,€65.00m 
Colin Dagba,€7.00m 
Leandro Paredes,€17.00m 
Danilo Pereira,€14.00m 
Marco Verratti,€50.00m 
Georginio Wijnaldum,€18.00m 
Idrissa Gueye,€12.00m 
Ander Herrera,€10.00m 
Edouard Michut,€3.00m 
Junior Dina Ebimbe,€5.00m 
Rafinha,€9.00m 
Xavi Simons,€4.00m 
Ismaël Gharbi,€1.50m 
Nathan Bitumazala,€400k 
Neymar,€75.00m 
Julian Draxler,€18.00m 
Djeidi Gassama,€300k 
Lionel Messi,€50.00m 
Pablo Sarabia,€25.00m 
Ángel Di María,€12.00m 
Kylian Mbappé,€160.00m 
Mauro Icardi,€22.00m 
Arnaud Kalimuendo,€18.00m 
Kenny Nagera,€300k 
Sekou Yansané,€300k 
Alfred Gomis,€8.00m 
Dogan Alemdar,€3.50m 
Romain Salin,€400k 
Pépé Bonet,€400k 
Elias Damergy,€200k 
Loïc Badé,€12.00m 
Nayef Aguerd,€12.00m 
Warmed Omari,€8.00m 
Jérémy Gélin,€2.50m 
Jeanuël Belocian,€500k 
Adrien Truffert,€12.00m 
Birger Meling,€7.00m 
Faitout Maouassa,€3.00m 
Hamari Traoré,€10.00m 
Lorenz Assignon,€3.00m 
Baptiste Santamaria,€14.00m 
Lesley Ugochukwu,€3.00m 
Jonas Martin,€2.50m 
Noah Françoise,€250k 
Eduardo Camavinga,€55.00m 
Lovro Majer,€20.00m 
Flavien Tait,€8.00m 
Andy Diouf,€500k 
Benjamin Bourigeaud,€18.00m 
Romain Del Castillo,€3.00m 
Désiré Doué,€400k 
Martin Terrier,€25.00m 
Kamaldeen Sulemana,€18.00m 
Jérémy Doku,€20.00m 
Loum Tchaouna,€2.00m 
Junior Kadile,€200k 
Gaëtan Laborde,€18.00m 
Serhou Guirassy,€10.00m 
Matthis Abline,€3.00m 
Mathys Tel,€2.00m 
Alexander Nübel,€8.00m 
Radoslaw Majecki,€3.00m 
Vito Mannone,€500k 
Yann Lienard,€200k 
Benoît Badiashile,€30.00m 
Axel Disasi,€17.00m 
Guillermo Maripán,€15.00m 
Strahinja Pavlovic,€5.00m 
Chrislain Matsima,€5.00m 
Jean Marcelin,€3.00m 
Yllan Okou,€300k 
Fouad El Maach,€150k 
Caio Henrique,€20.00m 
Ismail Jakobs,€7.00m 
Louis Torres,€150k 
Vanderson,€18.00m 
Ruben Aguilar,€10.00m 
Djibril Sidibé,€8.00m 
Aurélien Platret,€150k 
Aurélien Tchouaméni,€60.00m 
Pelé,€1.00m 
Soungoutou Magassa,€200k 
Youssouf Fofana,€18.00m 
Jean Lucas,€8.00m 
Eliot Matazo,€8.00m 
Cesc Fàbregas,€2.50m 
Félix Lemaréchal,€600k 
Tiago Ribeiro,€250k 
Florian Baranik,€150k 
Aleksandr Golovin,€25.00m 
Maghnes Akliouche,€1.00m 
Sofiane Diop,€20.00m 
Gelson Martins,€15.00m 
Krépin Diatta,€13.00m 
Anthony Musaba,€1.20m 
Wissam Ben Yedder,€25.00m 
Kevin Volland,€22.00m 
Myron Boadu,€14.00m 
Wilson Isidor,€6.00m 
Pietro Pellegri,€4.50m 
Eric Ayiah,€150k 
Pau López,€12.00m 
Steve Mandanda,€1.50m 
Simon Ngapandouetnbu,€400k 
Fabio Vanni,€150k 
William Saliba,€30.00m 
Duje Caleta-Car,€16.00m 
Leonardo Balerdi,€10.00m 
Luan Peres,€7.00m 
Álvaro González,€2.50m 
Jordan Amavi,€6.00m 
Sead Kolasinac,€3.00m 
Pol Lirola,€8.00m 
Amay Caprice,€250k 
Boubacar Kamara,€25.00m 
Pape Gueye,€12.00m 
Paolo Sciortino,€150k 
Mattéo Guendouzi,€25.00m 
Gerson,€22.00m 
Valentin Rongier,€12.00m 
Cheick Souaré,€200k 
Oussama Targhalline,€200k 
Bilal Nadir,€150k 
Amine Harit,€10.00m 
Dimitri Payet,€5.00m 
Ugo Bertelli,€300k 
Luis Henrique,€6.00m 
Konrad de la Fuente,€6.00m 
Nemanja Radonjic,€4.00m 
Salim Ben Seghir,€400k 
Jonathan Pitou,€250k 
Cengiz Ünder,€22.00m 
Arkadiusz Milik,€16.00m 
Bamba Dieng,€10.00m 
Cédric Bakambu,€8.00m 
Darío Benedetto,€3.00m 
Aylan Benyahia-Tani,€250k 
Wuilker Fariñez,€4.00m 
Jean-Louis Leca,€500k 
Yannick Pandor,€200k 
Facundo Medina,€11.00m 
Kevin Danso,€9.00m 
Jonathan Gradit,€4.50m 
Christopher Wooh,€3.00m 
Steven Fortes,€650k 
Adrien Louveau,€100k 
Yacouba Barry,€100k 
Massadio Haidara,€2.00m 
Deiver Machado,€1.80m 
Ismaël Boura,€1.50m 
Malcom Musquet,€100k 
Jonathan Clauss,€15.00m 
Brayann Pereira,€600k 
Cheick Doucouré,€15.00m 
Patrick Berg,€4.50m 
Yannick Cahuzac,€300k 
Samba Sow,€200k 
Seko Fofana,€25.00m 
Jonathan Varane,€250k 
Mamadou Camara,€150k 
Przemyslaw Frankowski,€8.00m 
Charles Boli,€400k 
Gaël Kakuta,€7.00m 
David Costa,€4.50m 
Mohamed Cissé,€200k 
Arnaud Kalimuendo,€18.00m 
Simon Banza,€5.00m 
Ignatius Ganago,€5.00m 
Florian Sotoca,€2.50m 
Wesley Saïd,€2.50m 
Corentin Jean,€1.20m 
Ibrahima Baldé,€300k 
Anthony Lopes,€10.00m 
Julian Pollersbeck,€800k 
Kayne Bonnevie,€250k 
Malcolm Barcola,€250k 
Castello Lukeba,€20.00m 
Jason Denayer,€14.00m 
Sinaly Diomandé,€5.00m 
Jérôme Boateng,€3.50m 
Marcelo,€1.00m 
Damien Da Silva,€1.00m 
Emerson,€14.00m 
Henrique Silva,€1.50m 
Hugo Vogel,€500k 
Malo Gusto,€12.00m 
Léo Dubois,€10.00m 
Irvyn Lomami,€200k 
Bruno Guimarães,€40.00m 
Thiago Mendes,€9.00m 
Tanguy Ndombélé,€30.00m 
Houssem Aouar,€25.00m 
Maxence Caqueret,€25.00m 
Pape Cheikh,€1.80m 
Habib Keïta,€800k 
Florent Sanchez,€600k 
Noam Bonnet,€150k 
Romain Faivre,€15.00m 
Lucas Paquetá,€35.00m 
Rayan Cherki,€18.00m 
Jeff Reine-Adélaïde,€14.00m 
Xherdan Shaqiri,€7.00m 
Maxwel Cornet,€15.00m 
Karl Toko Ekambi,€15.00m 
Lenny Pintor,€1.50m 
Madyan Sounni,€150k 
Tetê,€22.00m 
Bradley Barcola,€1.00m 
Moussa Dembélé,€20.00m 
Tino Kadewere,€6.00m 
Islam Slimani,€1.50m 
Gaël Nsombi,€200k 
Walter Benítez,€14.00m 
Marcin Bulka,€2.00m 
Teddy Boulhendi,€150k 
Jean-Clair Todibo,€20.00m 
Flavius Daniliuc,€8.00m 
Robson Bambu,€3.00m 
Dante,€800k 
Yannis Nahounou,€150k 
Melvin Bard,€9.00m 
Jordan Amavi,€6.00m 
Hassane Kamara,€4.00m 
Youcef Atal,€15.00m 
Jordan Lotomba,€7.00m 
Antoine Mendy,€150k 
Pablo Rosario,€10.00m 
Mario Lemina,€9.00m 
Morgan Schneiderlin,€3.50m 
Danilo Barbosa,€3.50m 
Justin Smith,€300k 
Khéphren Thuram,€17.00m 
Hicham Boudaoui,€6.50m 
Alexis Trouillet,€1.50m 
Alexis Claude-Maurice,€6.00m 
Justin Kluivert,€15.00m 
Billal Brahimi,€5.00m 
Myziane Maolida,€3.00m 
Calvin Stengs,€13.00m 
Dan Ndoye,€4.00m 
Lucas Da Cunha,€4.00m 
Amine Gouiri,€42.00m 
Kasper Dolberg,€17.00m 
Andy Delort,€13.00m 
Evann Guessand,€3.00m 
Ihsan Sacko,€500k 
Léo Jardim,€4.00m 
Ivo Grbic,€3.50m 
Orestis Karnezis,€500k 
Adam Jakubech,€500k 
Jules Raux,€150k 
Sven Botman,€30.00m 
Tiago Djaló,€12.00m 
Kouadio-Yves Dabila,€900k 
José Fonte,€800k 
Maxime Wackers,€150k 
Leny Yoro,€150k 
Reinildo Mandava,€22.00m 
Gabriel Gudmundsson,€6.00m 
Domagoj Bradaric,€3.50m 
Zeki Celik,€18.00m 
Jérémy Pied,€800k 
Simon Ramet,€150k 
Benjamin André,€12.00m 
Amadou Onana,€10.00m 
Jean Onana,€5.00m 
Cheikh Niasse,€1.00m 
Renato Sanches,€28.00m 
Xeka,€9.00m 
Angel Gomes,€7.00m 
Ugo Raghouber,€250k 
Rocco Ascone,€200k 
Carlos Baleba,€150k 
Yusuf Yazici,€17.00m 
Hatem Ben Arfa,€1.50m 
Exaucé Mpembele Boula,€200k 
Jonathan Bamba,€17.00m 
Capita,€175k 
Jonathan Ikoné,€18.00m 
Timothy Weah,€12.00m 
Luiz Araújo,€10.00m 
Edon Zhegrova,€5.00m 
Isaac Lihadji,€3.50m 
Jonathan David,€45.00m 
Burak Yilmaz,€1.50m 
Bica,€300k 
Jonas Omlin,€8.00m 
Dimitry Bertaud,€1.50m 
Matis Carvalho,€200k 
Mamadou Sakho,€4.50m 
Maxime Estève,€4.50m 
Pedro Mendes,€4.00m 
Thuler,€2.00m 
Redouane Halhal,€100k 
Nicolas Cozza,€5.00m 
Mihailo Ristic,€3.50m 
Ambroise Oyongo,€1.80m 
Thibault Tamas,€200k 
Junior Sambia,€4.50m 
Arnaud Souquet,€2.50m 
Thibaut Vargas,€600k 
Mathías Suárez,€400k 
Enzo Tchato,€250k 
Marius Ros,€100k 
Joris Chotard,€10.00m 
Gabriel Barès,€700k 
Jordan Ferri,€5.00m 
Léo Leroy,€1.50m 
Sacha Delaye,€800k 
Téji Savanier,€12.00m 
Rémy Cabella,€6.50m 
Florent Mollet,€6.00m 
Stephy Mavididi,€10.00m 
Béni Makouana,€800k 
Gaëtan Laborde,€18.00m 
Andy Delort,€13.00m 
Elye Wahi,€12.00m 
Valère Germain,€2.50m 
Nicholas Gioacchini,€1.50m 
Petar Skuletic,€300k 
Yanis Guermouche,€250k 
Ryan Bakayoko,€100k 
Predrag Rajkovic,€9.00m 
Yehvann Diouf,€500k 
Nicolas Penneteau,€150k 
Wout Faes,€10.00m 
Andreaw Gravillon,€6.50m 
Yunis Abdelhamid,€1.20m 
Moustapha Mbow,€600k 
Enzo Valentim,€200k 
Ghislain Konan,€7.00m 
Bradley Locko,€2.00m 
Thomas Foket,€5.00m 
Maxime Busi,€3.50m 
Fodé Doucouré,€600k 
Ibrahim Diakité,€200k 
Azor Matusiwa,€7.00m 
Jens Cajuste,€5.00m 
Marshall Munetsi,€5.00m 
Dion Lopy,€2.50m 
Sambou Sissoko,€500k 
Samuel Koeberlé,€150k 
Xavier Chavalerin,€3.50m 
Moreto Cassamá,€3.00m 
Valon Berisha,€2.50m 
Martin Adeline,€800k 
Ilan Kebbal,€4.50m 
Kamory Doumbia,€1.00m 
Nathanaël Mbuku,€8.00m 
Billal Brahimi,€5.00m 
Arbër Zeneli,€4.50m 
Mathieu Cafaro,€4.00m 
Alexis Flips,€2.50m 
Mitchell van Bergen,€2.00m 
Moussa Doumbia,€1.20m 
Anastasios Donis,€1.00m 
Noa Cervantes,€300k 
Hugo Ekitiké,€28.00m 
El Bilal Touré,€6.50m 
Kaj Sierhuis,€2.30m 
N'Dri Koffi,€1.20m 
Fraser Hornby,€1.00m 
Matz Sels,€8.00m 
Eiji Kawashima,€200k 
Alaa Bellaarouch,€150k 
Alexander Djiku,€10.00m 
Gerzino Nyamsi,€7.50m 
Lucas Perrin,€5.00m 
Ismaël Doukouré,€1.50m 
Maxime Le Marchand,€1.20m 
Marvin Elimbi,€150k 
Anthony Caci,€7.00m 
Frédéric Guilbert,€7.00m 
Karol Fila,€1.20m 
Marvin Senaya,€500k 
Ibrahima Sissoko,€8.00m 
Jean-Eudes Aholou,€3.00m 
Mahamé Siby,€1.30m 
Habib Diarra,€600k 
Jean-Ricner Bellegarde,€8.00m 
Sanjin Prcic,€4.00m 
Dimitri Liénard,€700k 
Dany Jean,€100k 
Adrien Thomasson,€9.00m 
Nordine Kandil,€400k 
Aymeric Ahmed,€250k 
Abdoul Ouattara,€100k 
Mehdi Chahiri,€1.20m 
Majeed Waris,€1.20m 
Ludovic Ajorque,€16.00m 
Habib Diallo,€12.00m 
Lebo Mothiba,€2.00m 
Kévin Gameiro,€2.00m 
Moïse Sahi Dion,€800k 
Paul Nardi,€2.00m 
Matthieu Dreyer,€300k 
Teddy Bartouche,€150k 
Thomas Callens,€150k 
Julien Laporte,€3.00m 
Moritz Jenz,€2.50m 
Léo Pétrot,€1.00m 
Thomas Fontaine,€500k 
Loris Mouyokolo,€500k 
Jérémy Morel,€300k 
Bamo Meïté,€100k 
Vincent Le Goff,€1.00m 
Samuel Loric,€600k 
Houboulang Mendes,€3.00m 
Igor Silva,€2.00m 
Jérôme Hergault,€250k 
Ronny Labonne,€150k 
Laurent Abergel,€3.00m 
Bonke Innocent,€2.00m 
Thomas Monconduit,€1.50m 
Fabien Lemoine,€600k 
Baptiste Mouazan,€200k 
Théo Le Bris,€400k 
Redwan Bourlès,€300k 
Enzo Le Fée,€6.00m 
Quentin Boisgard,€1.80m 
Armand Laurienté,€7.00m 
Stéphane Diarra,€1.50m 
Dango Ouattara,€900k 
Terem Moffi,€9.00m 
Ibrahima Koné,€4.50m 
Adrian Grbic,€2.50m 
Pierre-Yves Hamel,€1.20m 
Sambou Soumano,€1.20m 
Pablo Pagis,€200k 
Alban Lafont,€16.00m 
Rémy Descamps,€800k 
Denis Petric,€200k 
Andrei Girotto,€5.00m 
Jean-Charles Castelletto,€4.00m 
Nicolas Pallois,€1.50m 
Abdoulaye Sylla,€250k 
Yannis M'Bemba,€200k 
Robin Voisine,€150k 
Quentin Merlin,€5.00m 
Charles Traoré,€1.50m 
Dennis Appiah,€2.00m 
Fábio,€1.80m 
Sébastien Corchia,€1.80m 
Pedro Chirivella,€7.00m 
Lohann Doucet,€150k 
Wylan Cyprien,€4.50m 
Samuel Moutoussamy,€3.00m 
Mohamed Achi,€300k 
Ludovic Blas,€16.00m 
Roli Pereira de Sa,€700k 
Gor Manvelyan,€400k 
Moses Simon,€10.00m 
Willem Geubbels,€4.00m 
Anthony Limbombe,€1.20m 
Osman Bukari,€3.00m 
Marcus Coco,€2.00m 
Randal Kolo Muani,€16.00m 
Kalifa Coulibaly,€1.50m 
Jean-Kévin Augustin,€1.50m 
Renaud Emond,€1.20m 
Maxime Dupé,€1.20m 
Isak Pettersson,€700k 
Thomas Himeur,€150k 
Anthony Rouault,€4.00m 
Rasmus Nicolaisen,€1.80m 
Ruben Gabrielsen,€600k 
Logan Costa,€400k 
Issiaga Sylla,€1.80m 
Moussa Diarra,€600k 
Tom Rapnouil,€250k 
Bafodé Diakité,€3.00m 
Mikkel Desler,€1.80m 
Stijn Spierings,€2.00m 
Branco van den Boomen,€6.00m 
Brecht Dejaegere,€1.80m 
Sam Sanna,€400k 
Kléri Serber,€250k 
Mamady Bangré,€300k 
Denis Genreau,€1.20m 
Naatan Skyttä,€500k 
Steve Mvoué,€300k 
Amine Adli,€12.00m 
Rafael Ratão,€1.80m 
Junior Flemmings,€400k 
Farès Chaïbi,€50k 
Nathan Ngoumou,€2.50m 
Janis Antiste,€4.00m 
Rhys Healey,€3.00m 
Ado Onaiwu,€1.50m 
Yanis Begraoui,€600k 
Stéphane Zobo,€150k 
Ouparine Djoco,€1.80m 
Arthur Desmas,€1.20m 
Lucas Margueron,€150k 
Cédric Hountondji,€3.00m 
Alidu Seidu,€2.00m 
Jean-Claude Billong,€1.00m 
Florent Ogier,€700k 
Josué Albert,€300k 
Baptiste Boit,€100k 
Vital Nsimba,€2.50m 
Arial Mendy,€700k 
Julien Boyer,€450k 
Akim Zedadka,€4.00m 
Jérôme Phojo,€300k 
Karim Mohamed,€100k 
Oliver Kamdem,€100k 
Salis Abdul Samed,€3.00m 
Yohann Magnin,€2.00m 
Uri Busquets,€1.20m 
Johan Gastien,€800k 
Jonathan Iglesias,€450k 
Naël Jaby,€250k 
Fred Gnalega,€150k 
Jim Allevinah,€2.00m 
Saîf-Eddine Khaoui,€1.50m 
Jason Berthomier,€1.20m 
Yadaly Diaby,€200k 
Aïman Maurer,€100k 
Elbasan Rashani,€2.50m 
Lucas Da Cunha,€4.00m 
Jodel Dossou,€1.80m 
Aboubakar Sidibé,€150k 
Mohamed Bayo,€12.00m 
Grejohn Kyei,€1.20m 
Pierre-Yves Hamel,€1.20m 
Jordan Tell,€600k 
Bryan Teixeira,€300k 
Mathis Clairicia,€100k 
Marco Bizot,€4.50m 
Gautier Larsonneur,€3.00m 
Sébastien Cibois,€400k 
Grégoire Coudert,€200k 
Brendan Chardonnet,€5.00m 
Lilian Brassier,€4.00m 
Christophe Hérelle,€4.00m 
Denys Bain,€1.00m 
Noé Sow,€150k 
Jean-Kévin Duverne,€4.00m 
Jere Uronen,€2.00m 
Ronaël Pierre-Gabriel,€5.00m 
Julien Faussurier,€300k 
Lucien Agoumé,€7.00m 
Paul Lasne,€500k 
Haris Belkebla,€4.00m 
Hugo Magnetti,€2.00m 
Hianga'a Mbock,€1.50m 
Romain Faivre,€15.00m 
Romain Del Castillo,€3.00m 
Romain Philippoteaux,€500k 
Axel Camblan,€100k 
Jérémy Le Douaron,€3.00m 
Youcef Belaïli,€2.00m 
Rafiki Saïd,€500k 
Franck Honorat,€10.00m 
Martín Satriano,€7.00m 
Steve Mounié,€7.00m 
Irvin Cardona,€4.50m 
Youssouph Badji,€2.00m 
Yahia Fofana,€2.00m 
Mathieu Gorgelin,€500k 
Azamat Uriev,€50k 
Mohamed Koné,€50k 
Isaak Touré,€5.00m 
Arouna Sangante,€1.00m 
Fernand Mayembo,€800k 
Pierre Gibaud,€300k 
Umut Meras,€2.10m 
Ismaël Boura,€1.50m 
Abdelwahed Wahib,€500k 
Ayman Ben Mohamed,€400k 
Memel Lasme,€50k 
Thierno Baldé,€2.00m 
Woyo Coulibaly,€900k 
Saël Kumbedi,€200k 
Victor Lekhal,€1.50m 
Nolan Mbemba,€400k 
Aristide Wam,€250k 
Amir Richardson,€1.30m 
Abdoullah Ba,€700k 
Jean-Pascal Fontaine,€400k 
Yassine Kechta,€50k 
Elies Mahmoud,€300k 
Alexandre Bonnet,€250k 
Himad Abdelli,€1.50m 
Nabil Alioui,€1.00m 
Ylan Gomes,€250k 
Amadou Samoura,€50k 
Quentin Cornette,€1.00m 
Josué Casimir,€200k 
Matthis Abline,€3.00m 
Pape Ibnou Ba,€800k 
Jamal Thiaré,€700k 
Khalid Boutaïb,€300k 
Alexandre Oukidja,€1.20m 
Marc-Aurèle Caillard,€1.20m 
Ousmane Ba,€300k 
David Oberhauser,€250k 
Kiki Kouyaté,€5.00m 
Dylan Bronn,€4.00m 
Jemerson,€2.00m 
Mamadou Fofana,€2.00m 
Sikou Niakaté,€1.80m 
Fali Candé,€1.50m 
Lenny Lacroix,€1.00m 
Amadou Salif Mbengue,€800k 
Jean-Armel Kana-Biyik,€500k 
Noah Zilliox,€100k 
Matthieu Udol,€2.50m 
Thomas Delaine,€2.00m 
Manuel Cabit,€200k 
Fabien Centonze,€7.00m 
William Mikelbrencis,€2.00m 
Sofiane Alakouch,€1.50m 
Habib Maïga,€3.50m 
Kévin N'Doram,€2.00m 
Ibrahim Amadou,€2.00m 
Boubacar Traoré,€1.80m 
Vincent Pajot,€1.00m 
Danley Jean Jacques,€100k 
Pape Matar Sarr,€15.00m 
Farid Boulaya,€3.50m 
Amine Bassi,€1.50m 
Didier Lamkel Zé,€3.50m 
Opa Nguette,€2.00m 
Papa Ndiaga Yade,€2.00m 
Cheikh Sabaly,€900k 
Lamine Gueye,€2.00m 
Vagner,€1.50m 
Warren Tchimbembé,€800k 
Ibrahima Niane,€5.00m 
Nicolas de Préville,€2.50m 
Georges Mikautadze,€2.20m 
Louis Mafouta,€900k 
Lenny Joseph,€500k 
Odysseas Vlachodimos,€15.00m 
Helton Leite,€3.00m 
Mile Svilar,€2.00m 
Leo Kokubo,€125k 
Lucas Veríssimo,€10.00m 
Morato,€10.00m 
Nicolás Otamendi,€3.50m 
Ferro,€3.50m 
Jan Vertonghen,€2.00m 
Tomás Araújo,€2.00m 
Pedro Álvaro,€300k 
Alejandro Grimaldo,€20.00m 
Sandro Cruz,€650k 
Valentino Lazaro,€6.00m 
Gilberto,€5.00m 
André Almeida,€1.50m 
Julian Weigl,€22.00m 
Florentino,€5.00m 
Rafael Brito,€850k 
João Mário,€10.00m 
Gedson Fernandes,€6.50m 
Soualiho Meïté,€5.00m 
Paulo Bernardo,€5.00m 
Adel Taarabt,€2.50m 
Martim Neto,€1.50m 
Pizzi,€4.00m 
Rafa,€20.00m 
Everton,€15.00m 
Nemanja Radonjic,€4.00m 
Diego Moreira,€750k 
Diogo Gonçalves,€5.00m 
Gil Dias,€3.00m 
Tiago Gouveia,€1.50m 
Luca Waldschmidt,€7.00m 
Darwin Núñez,€55.00m 
Roman Yaremchuk,€15.00m 
Gonçalo Ramos,€14.00m 
Haris Seferovic,€8.00m 
Carlos Vinícius,€8.00m 
Henrique Araújo,€5.00m 
Rodrigo Pinho,€2.00m 
Diogo Costa,€25.00m 
Agustín Marchesín,€4.00m 
Cláudio Ramos,€1.50m 
Francisco Meixedo,€450k 
Chancel Mbemba,€17.00m 
Rúben Semedo,€5.00m 
Fábio Cardoso,€3.00m 
Pepe,€1.00m 
João Marcelo,€550k 
Iván Marcano,€500k 
Romain Correia,€500k 
Zé Pedro,€350k 
Zaidu,€10.00m 
Wendell,€5.00m 
João Mendes,€675k 
João Mário,€15.00m 
Wilson Manafá,€5.00m 
Nanu,€2.00m 
Marko Grujic,€12.00m 
Mor Ndiaye,€850k 
Vitinha,€30.00m 
Mateus Uribe,€16.00m 
Sérgio Oliveira,€12.00m 
Stephen Eustaquio,€5.00m 
Bruno Costa,€2.50m 
Bernardo Folha,€750k 
Otávio,€30.00m 
Fábio Vieira,€25.00m 
Vasco Sousa,€650k 
Luis Díaz,€65.00m 
Pepê,€18.00m 
Galeno,€12.00m 
Fernando Andrade,€1.00m 
Tecatito,€18.00m 
Francisco Conceição,€8.00m 
Gonçalo Borges,€1.30m 
Evanilson,€22.00m 
Mehdi Taremi,€20.00m 
Toni Martínez,€5.00m 
Danny Namaso,€2.00m 
Luís Maximiano,€12.00m 
Antonio Adán,€2.50m 
João Virgínia,€1.00m 
Renan Ribeiro,€500k 
André Paulo,€100k 
Gonçalo Inácio,€23.00m 
Sebastián Coates,€8.00m 
Zouhair Feddal,€2.50m 
Luís Neto,€1.50m 
José Marsà,€200k 
João Goulart,€125k 
Nuno Mendes,€40.00m 
Matheus Reis,€8.00m 
Rúben Vinagre,€5.00m 
Nazinho,€500k 
Pedro Porro,€25.00m 
Ricardo Esgaio,€5.00m 
