Player,Club,Age,Position,Nation,Value,League
Rayan Aït-Nouri,Wolverhampton Wanderers,22,Defender,Algeria,22000000.0,Premier League
Wilfried Zaha,Crystal Palace,30,Attack,Cote d'Ivoire,22000000.0,Premier League
Kang-in Lee,RCD Mallorca,22,midfield,"Korea, South",22000000.0,La Liga
Marcos Senesi,AFC Bournemouth,26,Defender,Argentina,22000000.0,Premier League
Nicolò Casale,SS Lazio,25,Defender,Italy,22000000.0,Serie A
Valentin Rongier,Olympique Marseille,28,midfield,France,22000000.0,Ligue 1
Arnaud Kalimuendo,Stade Rennais FC,21,Attack,France,22000000.0,Ligue 1
Kevin Danso,RC Lens,24,Defender,Austria,22000000.0,Ligue 1
Facundo Medina,RC Lens,24,Defender,Argentina,22000000.0,Ligue 1
Joe Gomez,Liverpool FC,26,Defender,England,22000000.0,Premier League
Bryan Cristante,AS Roma,28,midfield,Italy,20000000.0,Serie A
Ilya Zabarnyi,AFC Bournemouth,20,Defender,Ukraine,20000000.0,Premier League
Jonathan Bamba,LOSC Lille,27,Attack,Cote d'Ivoire,20000000.0,Ligue 1
Enzo Le Fée,FC Lorient,23,midfield,France,20000000.0,Ligue 1
Cengiz Ünder,Olympique Marseille,25,Attack,Turkey,20000000.0,Ligue 1
Terem Moffi,OGC Nice,24,Attack,Nigeria,20000000.0,Ligue 1
Caio Henrique,AS Monaco,25,Defender,Brazil,20000000.0,Ligue 1
Lovro Majer,Stade Rennais FC,25,midfield,Croatia,20000000.0,Ligue 1
Breel Embolo,AS Monaco,26,Attack,Switzerland,20000000.0,Ligue 1
Hugo Ekitiké,Paris Saint-Germain,21,Attack,France,20000000.0,Ligue 1
Vanderson,AS Monaco,22,Defender,Brazil,20000000.0,Ligue 1
Warren Zaïre-Emery,Paris Saint-Germain,17,midfield,France,20000000.0,Ligue 1
Chancel Mbemba,Olympique Marseille,28,Defender,DR Congo,20000000.0,Ligue 1
Ludovic Blas,FC Nantes,25,midfield,France,20000000.0,Ligue 1
Youssef En-Nesyri,Sevilla FC,26,Attack,Morocco,20000000.0,La Liga
Jefferson Lerma,AFC Bournemouth,28,midfield,Colombia,20000000.0,Premier League
Álex Baena,Villarreal CF,21,midfield,Spain,20000000.0,La Liga
James Justin,Leicester City,25,Defender,England,20000000.0,Premier League
Harry Maguire,Manchester United,30,Defender,England,20000000.0,Premier League
Gerard Moreno,Villarreal CF,31,Attack,Spain,20000000.0,La Liga
Fred,Manchester United,30,midfield,Brazil,20000000.0,Premier League
Daniel Podence,Wolverhampton Wanderers,27,Attack,Portugal,20000000.0,Premier League
Borja Iglesias,Real Betis Balompié,30,Attack,Spain,20000000.0,La Liga
Samuele Ricci,Torino FC,21,midfield,Italy,20000000.0,Serie A
David García,CA Osasuna,29,Defender,Spain,20000000.0,La Liga
Marcel Sabitzer,Manchester United,29,midfield,Austria,20000000.0,Premier League
Nick Pope,Newcastle United,31,Goalkeeper,England,20000000.0,Premier League
Diego Carlos,Aston Villa,30,Defender,Brazil,20000000.0,Premier League
Dodô,ACF Fiorentina,24,Defender,Brazil,20000000.0,Serie A
Wout Faes,Leicester City,25,Defender,Belgium,20000000.0,Premier League
Amine Adli,Bayer 04 Leverkusen,23,Attack,France,20000000.0,Bundesliga
Mathys Tel,Bayern Munich,18,Attack,France,20000000.0,Bundesliga
Jonathan Tah,Bayer 04 Leverkusen,27,Defender,Germany,20000000.0,Bundesliga
Philipp Lienhart,SC Freiburg,26,Defender,Austria,20000000.0,Bundesliga
Raphaël Guerreiro,Borussia Dortmund,29,Defender,Portugal,20000000.0,Bundesliga
Ramy Bensebaini,Borussia Mönchengladbach,28,Defender,Algeria,20000000.0,Bundesliga
Boubakary Soumaré,Leicester City,24,midfield,France,20000000.0,Premier League
Dwight McNeil,Everton FC,23,Attack,England,20000000.0,Premier League
Demarai Gray,Everton FC,26,Attack,Jamaica,20000000.0,Premier League
Merih Demiral,Atalanta BC,25,Defender,Turkey,20000000.0,Serie A
Nabil Fekir,Real Betis Balompié,29,midfield,France,20000000.0,La Liga
Emerson Royal,Tottenham Hotspur,24,Defender,Brazil,20000000.0,Premier League
Vitaly Janelt,Brentford FC,25,midfield,Germany,20000000.0,Premier League
Philip Billing,AFC Bournemouth,27,midfield,Denmark,20000000.0,Premier League
Granit Xhaka,Arsenal FC,30,midfield,Switzerland,20000000.0,Premier League
André Almeida,Valencia CF,23,midfield,Portugal,20000000.0,La Liga
Nicola Zalewski,AS Roma,21,midfield,Poland,20000000.0,Serie A
Ilkay Gündogan,Manchester City,32,midfield,Germany,20000000.0,Premier League
Riyad Mahrez,Manchester City,32,Attack,Algeria,20000000.0,Premier League
Rico Lewis,Manchester City,18,Defender,England,20000000.0,Premier League
Illan Meslier,Leeds United,23,Goalkeeper,France,20000000.0,Premier League
Mario Pasalic,Atalanta BC,28,midfield,Croatia,20000000.0,Serie A
Éderson,Atalanta BC,23,midfield,Brazil,20000000.0,Serie A
Dominic Solanke,AFC Bournemouth,25,Attack,England,20000000.0,Premier League
Arthur Cabral,ACF Fiorentina,25,Attack,Brazil,20000000.0,Serie A
Neco Williams,Nottingham Forest,22,Defender,Wales,20000000.0,Premier League
Ché Adams,Southampton FC,26,Attack,Scotland,20000000.0,Premier League
Mario Hermoso,Atlético de Madrid,28,Defender,Spain,20000000.0,La Liga
Armel Bella-Kotchap,Southampton FC,21,Defender,Germany,20000000.0,Premier League
Davide Calabria,AC Milan,26,Defender,Italy,20000000.0,Serie A
Malick Thiaw,AC Milan,21,Defender,Germany,20000000.0,Serie A
Álvaro Morata,Atlético de Madrid,30,Attack,Spain,20000000.0,La Liga
Renan Lodi,Nottingham Forest,25,Defender,Brazil,20000000.0,Premier League
Brahim Díaz,AC Milan,23,midfield,Spain,20000000.0,Serie A
Ivan Ilic,Torino FC,22,midfield,Serbia,19000000.0,Serie A
Nordi Mukiele,Paris Saint-Germain,25,Defender,France,18000000.0,Ligue 1
Benjamin Bourigeaud,Stade Rennais FC,29,midfield,France,18000000.0,Ligue 1
Salis Abdul Samed,RC Lens,23,midfield,Ghana,18000000.0,Ligue 1
Nuno Tavares,Olympique Marseille,23,Defender,Portugal,18000000.0,Ligue 1
Habib Diallo,RC Strasbourg Alsace,28,Attack,Senegal,18000000.0,Ligue 1
Bradley Barcola,Olympique Lyon,20,Attack,France,18000000.0,Ligue 1
Nicolas Pépé,OGC Nice,28,Attack,Cote d'Ivoire,18000000.0,Ligue 1
Eliesse Ben Seghir,AS Monaco,18,midfield,France,18000000.0,Ligue 1
Adrien Truffert,Stade Rennais FC,21,Defender,France,18000000.0,Ligue 1
Dean Henderson,Manchester United,26,Goalkeeper,England,18000000.0,Premier League
Alex Meret,SSC Napoli,26,Goalkeeper,Italy,18000000.0,Serie A
Domenico Berardi,US Sassuolo,28,Attack,Italy,18000000.0,Serie A
James Tarkowski,Everton FC,30,Defender,England,18000000.0,Premier League
Yoane Wissa,Brentford FC,26,Attack,DR Congo,18000000.0,Premier League
Moise Kean,Juventus FC,23,Attack,Italy,18000000.0,Serie A
Wilfried Gnonto,Leeds United,19,Attack,Italy,18000000.0,Premier League
Gianluca Mancini,AS Roma,27,Defender,Italy,18000000.0,Serie A
Denis Zakaria,Chelsea FC,26,midfield,Switzerland,18000000.0,Premier League
Moussa Niakhaté,Nottingham Forest,27,Defender,Senegal,18000000.0,Premier League
Yves Bissouma,Tottenham Hotspur,26,midfield,Mali,18000000.0,Premier League
Alessio Romagnoli,SS Lazio,28,Defender,Italy,18000000.0,Serie A
Robin Koch,Leeds United,26,Defender,Germany,18000000.0,Premier League
Mohammed Salisu,Southampton FC,24,Defender,Ghana,18000000.0,Premier League
Thilo Kehrer,West Ham United,26,Defender,Germany,18000000.0,Premier League
Lloyd Kelly,AFC Bournemouth,24,Defender,England,18000000.0,Premier League
Georginio Rutter,Leeds United,21,Attack,France,18000000.0,Premier League
Trevoh Chalobah,Chelsea FC,23,Defender,England,18000000.0,Premier League
Kepa Arrizabalaga,Chelsea FC,28,Goalkeeper,Spain,18000000.0,Premier League
Armand Laurienté,US Sassuolo,24,Attack,France,18000000.0,Serie A
Yunus Musah,Valencia CF,20,midfield,United States,18000000.0,La Liga
Mathías Olivera,SSC Napoli,25,Defender,Uruguay,18000000.0,Serie A
João Gomes,Wolverhampton Wanderers,22,midfield,Brazil,18000000.0,Premier League
Matthias Ginter,SC Freiburg,29,Defender,Germany,18000000.0,Bundesliga
Adam Hlozek,Bayer 04 Leverkusen,20,Attack,Czech Republic,18000000.0,Bundesliga
Odilon Kossounou,Bayer 04 Leverkusen,22,Defender,Cote d'Ivoire,18000000.0,Bundesliga
Patrick Wimmer,VfL Wolfsburg,22,Attack,Austria,18000000.0,Bundesliga
Mattias Svanberg,VfL Wolfsburg,24,midfield,Sweden,18000000.0,Bundesliga
Ritsu Doan,SC Freiburg,25,Attack,Japan,18000000.0,Bundesliga
Nico Elvedi,Borussia Mönchengladbach,26,Defender,Switzerland,18000000.0,Bundesliga
Pascal Struijk,Leeds United,23,Defender,Netherlands,18000000.0,Premier League
Luis Alberto,SS Lazio,30,midfield,Spain,18000000.0,Serie A
Ryan Sessegnon,Tottenham Hotspur,23,midfield,England,18000000.0,Premier League
Victor Lindelöf,Manchester United,28,Defender,Sweden,18000000.0,Premier League
Umar Sadiq,Real Sociedad,26,Attack,Nigeria,18000000.0,La Liga
Patson Daka,Leicester City,24,Attack,Zambia,18000000.0,Premier League
Kelechi Iheanacho,Leicester City,26,Attack,Nigeria,18000000.0,Premier League
José Sá,Wolverhampton Wanderers,30,Goalkeeper,Portugal,18000000.0,Premier League
Issa Diop,Fulham FC,26,Defender,France,18000000.0,Premier League
Nicolò Rovella,AC Monza,21,midfield,Italy,18000000.0,Serie A
Andreas Pereira,Fulham FC,27,midfield,Brazil,18000000.0,Premier League
Roberto Firmino,Liverpool FC,31,Attack,Brazil,18000000.0,Premier League
Weston McKennie,Leeds United,24,midfield,United States,18000000.0,Premier League
Eric Dier,Tottenham Hotspur,29,Defender,England,18000000.0,Premier League
Harrison Reed,Fulham FC,28,midfield,England,18000000.0,Premier League
Manor Solomon,Fulham FC,23,Attack,Israel,18000000.0,Premier League
Nikola Milenkovic,ACF Fiorentina,25,Defender,Serbia,18000000.0,Serie A
Anthony Elanga,Manchester United,21,Attack,Sweden,18000000.0,Premier League
Tyler Adams,Leeds United,24,midfield,United States,18000000.0,Premier League
Konstantinos Tsimikas,Liverpool FC,27,Defender,Greece,18000000.0,Premier League
Danilho Doekhi,1.FC Union Berlin,24,Defender,Netherlands,17000000.0,Bundesliga
Sheraldo Becker,1.FC Union Berlin,28,Attack,Suriname,17000000.0,Bundesliga
Amadou Haidara,RB Leipzig,25,midfield,Mali,17000000.0,Bundesliga
Maxence Lacroix,VfL Wolfsburg,23,Defender,France,17000000.0,Bundesliga
Marcus Tavernier,AFC Bournemouth,24,midfield,England,17000000.0,Premier League
Nicolás Domínguez,Bologna FC 1909,24,midfield,Argentina,17000000.0,Serie A
Nikola Vlasic,Torino FC,25,midfield,Croatia,17000000.0,Serie A
Angel Gomes,LOSC Lille,22,midfield,England,16000000.0,Ligue 1
Jordan Veretout,Olympique Marseille,30,midfield,France,16000000.0,Ligue 1
André Gomes,LOSC Lille,29,midfield,Portugal,16000000.0,Ligue 1
Tiago Djaló,LOSC Lille,23,Defender,Portugal,16000000.0,Ligue 1
Alban Lafont,FC Nantes,24,Goalkeeper,France,16000000.0,Ligue 1
Gaëtan Laborde,OGC Nice,29,Attack,France,16000000.0,Ligue 1
Guglielmo Vicario,FC Empoli,26,Goalkeeper,Italy,16000000.0,Serie A
Orel Mangala,Nottingham Forest,25,midfield,Belgium,16000000.0,Premier League
Sergi Darder,RCD Espanyol Barcelona,29,midfield,Spain,16000000.0,La Liga
Josh Dasilva,Brentford FC,24,midfield,England,16000000.0,Premier League
Hakim Ziyech,Chelsea FC,30,Attack,Morocco,16000000.0,Premier League
Harry Wilson,Fulham FC,26,Attack,Wales,16000000.0,Premier League
Jonathan Ikoné,ACF Fiorentina,25,Attack,France,16000000.0,Serie A
Samuel Lino,Valencia CF,23,Attack,Brazil,16000000.0,La Liga
Christian Nörgaard,Brentford FC,29,midfield,Denmark,16000000.0,Premier League
Kristoffer Ajer,Brentford FC,25,Defender,Norway,16000000.0,Premier League
Fábio Carvalho,Liverpool FC,20,midfield,Portugal,16000000.0,Premier League
Callum Wilson,Newcastle United,31,Attack,England,16000000.0,Premier League
Nathan Patterson,Everton FC,21,Defender,Scotland,16000000.0,Premier League
Tosin Adarabioyo,Fulham FC,25,Defender,England,16000000.0,Premier League
Koke,Atlético de Madrid,31,midfield,Spain,16000000.0,La Liga
Callum Hudson-Odoi,Bayer 04 Leverkusen,22,Attack,England,15000000.0,Bundesliga
Felix Nmecha,VfL Wolfsburg,22,midfield,Germany,15000000.0,Bundesliga
André Silva,RB Leipzig,27,Attack,Portugal,15000000.0,Bundesliga
Benjamin Henrichs,RB Leipzig,26,Defender,Germany,15000000.0,Bundesliga
Álex Berenguer,Athletic Bilbao,27,Attack,Spain,15000000.0,La Liga
Aimar Oroz,CA Osasuna,21,midfield,Spain,15000000.0,La Liga
Gavin Bazunu,Southampton FC,21,Goalkeeper,Ireland,15000000.0,Premier League
N'Golo Kanté,Chelsea FC,32,midfield,France,15000000.0,Premier League
Diogo Leite,1.FC Union Berlin,24,Defender,Portugal,15000000.0,Bundesliga
Anton Stach,1.FSV Mainz 05,24,midfield,Germany,15000000.0,Bundesliga
Vedat Muriqi,RCD Mallorca,29,Attack,Kosovo,15000000.0,La Liga
Tuta,Eintracht Frankfurt,23,Defender,Brazil,15000000.0,Bundesliga
Konstantinos Mavropanos,VfB Stuttgart,25,Defender,Greece,15000000.0,Bundesliga
Ciro Immobile,SS Lazio,33,Attack,Italy,15000000.0,Serie A
Sofiane Diop,OGC Nice,23,Attack,France,15000000.0,Ligue 1
Wissam Ben Yedder,AS Monaco,32,Attack,France,15000000.0,Ligue 1
Renato Sanches,Paris Saint-Germain,25,midfield,Portugal,15000000.0,Ligue 1
Ruslan Malinovskyi,Olympique Marseille,30,midfield,Ukraine,15000000.0,Ligue 1
Krépin Diatta,AS Monaco,24,Attack,Senegal,15000000.0,Ligue 1
Désiré Doué,Stade Rennais FC,18,midfield,France,15000000.0,Ligue 1
Pape Matar Sarr,Tottenham Hotspur,20,midfield,Senegal,15000000.0,Premier League
Morten Hjulmand,US Lecce,24,midfield,Denmark,15000000.0,Serie A
Leander Dendoncker,Aston Villa,28,midfield,Belgium,15000000.0,Premier League
Paul Pogba,Juventus FC,30,midfield,France,15000000.0,Serie A
Fran Beltrán,Celta de Vigo,24,midfield,Spain,15000000.0,La Liga
Bryan Gil,Sevilla FC,22,Attack,Spain,15000000.0,La Liga
Taty Castellanos,Girona FC,24,Attack,Argentina,15000000.0,La Liga
Fabio Miretti,Juventus FC,19,midfield,Italy,15000000.0,Serie A
Anthony Martial,Manchester United,27,Attack,France,15000000.0,Premier League
Nélson Semedo,Wolverhampton Wanderers,29,Defender,Portugal,15000000.0,Premier League
Matteo Pessina,AC Monza,26,midfield,Italy,15000000.0,Serie A
Yeray Álvarez,Athletic Bilbao,28,Defender,Spain,15000000.0,La Liga
Giovanni Simeone,SSC Napoli,27,Attack,Argentina,15000000.0,Serie A
Ben Davies,Tottenham Hotspur,30,Defender,Wales,15000000.0,Premier League
Carney Chukwuemeka,Chelsea FC,19,midfield,England,15000000.0,Premier League
Robin Gosens,Inter Milan,28,midfield,Germany,15000000.0,Serie A
Sasa Kalajdzic,Wolverhampton Wanderers,25,Attack,Austria,15000000.0,Premier League
Matteo Politano,SSC Napoli,29,Attack,Italy,15000000.0,Serie A
Toni Kroos,Real Madrid,33,midfield,Germany,15000000.0,La Liga
Jacob Murphy,Newcastle United,28,Attack,England,15000000.0,Premier League
Arthur Melo,Liverpool FC,26,midfield,Brazil,15000000.0,Premier League
Abde Ezzalzouli,CA Osasuna,21,Attack,Morocco,15000000.0,La Liga
Albert Sambi Lokonga,Arsenal FC,23,midfield,Belgium,15000000.0,Premier League
Thiago,Liverpool FC,32,midfield,Spain,15000000.0,Premier League
Lucas Digne,Aston Villa,29,Defender,France,15000000.0,Premier League
Sergio Canales,Real Betis Balompié,32,midfield,Spain,15000000.0,La Liga
Alexis Saelemaekers,AC Milan,24,Attack,Belgium,15000000.0,Serie A
Harry Souttar,Leicester City,24,Defender,Australia,15000000.0,Premier League
Arnau Martínez,Girona FC,20,Defender,Spain,15000000.0,La Liga
Caglar Söyüncü,Leicester City,27,Defender,Turkey,15000000.0,Premier League
Carlos Alcaraz,Southampton FC,20,midfield,Argentina,15000000.0,Premier League
Odsonne Edouard,Crystal Palace,25,Attack,France,15000000.0,Premier League
Crysencio Summerville,Leeds United,21,Attack,Netherlands,15000000.0,Premier League
Iván Fresneda,Real Valladolid CF,18,Defender,Spain,15000000.0,La Liga
Maxime López,US Sassuolo,25,midfield,France,15000000.0,Serie A
Alfonso Pedraza,Villarreal CF,27,Defender,Spain,15000000.0,La Liga
Luiz Henrique,Real Betis Balompié,22,Attack,Brazil,15000000.0,La Liga
Kalidou Koulibaly,Chelsea FC,32,Defender,Senegal,15000000.0,Premier League
Antonee Robinson,Fulham FC,25,Defender,United States,15000000.0,Premier League
Felipe Anderson,SS Lazio,30,Attack,Brazil,15000000.0,Serie A
Oliver Skipp,Tottenham Hotspur,22,midfield,England,15000000.0,Premier League
Davinson Sánchez,Tottenham Hotspur,27,Defender,Colombia,15000000.0,Premier League
Igor Zubeldia,Real Sociedad,26,Defender,Spain,15000000.0,La Liga
Kenny Tete,Fulham FC,27,Defender,Netherlands,15000000.0,Premier League
Carlos Augusto,AC Monza,24,Defender,Brazil,15000000.0,Serie A
Andrea Pinamonti,US Sassuolo,24,Attack,Italy,15000000.0,Serie A
Rui Silva,Real Betis Balompié,29,Goalkeeper,Portugal,15000000.0,La Liga
Luiz Felipe,Real Betis Balompié,26,Defender,Italy,15000000.0,La Liga
Cole Palmer,Manchester City,21,midfield,England,15000000.0,Premier League
Tommaso Baldanzi,FC Empoli,20,midfield,Italy,15000000.0,Serie A
Álex Moreno,Aston Villa,30,Defender,Spain,15000000.0,Premier League
Emre Can,Borussia Dortmund,29,midfield,Germany,14000000.0,Bundesliga
Memphis Depay,Atlético de Madrid,29,Attack,Netherlands,14000000.0,La Liga
Lazar Samardžić,Udinese Calcio,21,midfield,Serbia,14000000.0,Serie A
Pablo Sarabia,Wolverhampton Wanderers,31,Attack,Spain,14000000.0,Premier League
David Raum,RB Leipzig,25,Defender,Germany,14000000.0,Bundesliga
Corentin Tolisso,Olympique Lyon,28,midfield,France,14000000.0,Ligue 1
Serhou Guirassy,VfB Stuttgart,27,Attack,Guinea,14000000.0,Bundesliga
Jamie Bynoe-Gittens,Borussia Dortmund,18,Attack,England,14000000.0,Bundesliga
Leandro Barreiro,1.FSV Mainz 05,23,midfield,Luxembourg,14000000.0,Bundesliga
Geoffrey Kondogbia,Atlético de Madrid,30,midfield,Central African Republic,14000000.0,La Liga
Timothy Weah,LOSC Lille,23,Attack,United States,14000000.0,Ligue 1
Baptiste Santamaria,Stade Rennais FC,28,midfield,France,14000000.0,Ligue 1
Jonathan Clauss,Olympique Marseille,30,Defender,France,14000000.0,Ligue 1
Pau López,Olympique Marseille,28,Goalkeeper,Spain,14000000.0,Ligue 1
Stefan Posch,Bologna FC 1909,26,Defender,Austria,14000000.0,Serie A
Joakim Maehle,Atalanta BC,26,Defender,Denmark,14000000.0,Serie A
Alexandre Lacazette,Olympique Lyon,32,Attack,France,14000000.0,Ligue 1
Jonas Wind,VfL Wolfsburg,24,Attack,Denmark,14000000.0,Bundesliga
Dani Vivian,Athletic Bilbao,23,Defender,Spain,14000000.0,La Liga
Maximilian Arnold,VfL Wolfsburg,29,midfield,Germany,14000000.0,Bundesliga
Giovani Lo Celso,Villarreal CF,27,midfield,Argentina,14000000.0,La Liga
Ethan Pinnock,Brentford FC,30,Defender,Jamaica,14000000.0,Premier League
Maximilian Wöber,Leeds United,25,Defender,Austria,14000000.0,Premier League
Tommaso Pobega,AC Milan,23,midfield,Italy,14000000.0,Serie A
Jérémie Boga,Atalanta BC,26,Attack,Cote d'Ivoire,14000000.0,Serie A
William Carvalho,Real Betis Balompié,31,midfield,Portugal,14000000.0,La Liga
James Garner,Everton FC,22,midfield,England,14000000.0,Premier League
Hugo Guillamón,Valencia CF,23,midfield,Spain,14000000.0,La Liga
Justin Kluivert,Valencia CF,24,Attack,Netherlands,14000000.0,La Liga
Aritz Elustondo,Real Sociedad,29,Defender,Spain,14000000.0,La Liga
Jan Bednarek,Southampton FC,27,Defender,Poland,14000000.0,Premier League
Stefan Bajcetic,Liverpool FC,18,midfield,Spain,13000000.0,Premier League
Brice Samba,RC Lens,29,Goalkeeper,France,13000000.0,Ligue 1
Houssem Aouar,Olympique Lyon,24,midfield,Algeria,13000000.0,Ligue 1
Ridle Baku,VfL Wolfsburg,25,Defender,Germany,13000000.0,Bundesliga
Julian Ryerson,Borussia Dortmund,25,Defender,Norway,13000000.0,Bundesliga
Jonas Hofmann,Borussia Mönchengladbach,30,Attack,Germany,13000000.0,Bundesliga
Ellyes Skhiri,1.FC Köln,28,midfield,Tunisia,13000000.0,Bundesliga
Niclas Füllkrug,SV Werder Bremen,30,Attack,Germany,13000000.0,Bundesliga
Paul Onuachu,Southampton FC,29,Attack,Nigeria,13000000.0,Premier League
Ben Godfrey,Everton FC,25,Defender,England,13000000.0,Premier League
Matt Targett,Newcastle United,27,Defender,England,13000000.0,Premier League
Rasmus Kristensen,Leeds United,25,Defender,Denmark,13000000.0,Premier League
Jonny Otto,Wolverhampton Wanderers,29,Defender,Spain,13000000.0,Premier League
Donny van de Beek,Manchester United,26,midfield,Netherlands,13000000.0,Premier League
David de Gea,Manchester United,32,Goalkeeper,Spain,13000000.0,Premier League
Marco Carnesecchi,US Cremonese,22,Goalkeeper,Italy,13000000.0,Serie A
